genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin,row_id,accession,ambiguous_bases,checkm2_completeness,checkm2_contamination,checkm2_model,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,taxid_match,name_only_match,tempura_name_norm,tempura_binomial,ncbi_taxid,gtdb_name_norm
Salinirubrum litoreum,1126234,XD46,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirubrum,NA,20,37,NA,NA,50,30,481,RS_GCF_020567425.1,0,99.92,0.94,Specific,97.93,0.8,395,f__Halobacteriaceae (UID85),250,0,3488130,86.01520794782465,5,2710870,66.84843935562017,4055248,RS_GCF_020567425.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinirubrum;s__Salinirubrum litoreum,type strain of species,LPSN,TRUE,2,2,1708230,1708230,1474004,1,2903,NZ_JAJCVJ010000002.1,1474004,1,117,NZ_JAJCVJ010000002.1,2913,3714,0,89.77,CP002062.10379.13287,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halococcaceae;Halalkalicoccus;Halalkalicoccus jeotgali B3,811049,811049,TRUE,FALSE,FALSE,1474004,1474004,Contig,ASM2056742v1,na,PRJNA224116,SAMN22374875,5,1474004,China: Fujian,2021-10-25,GCA_020567425.1,none,full,na,saline soil,none,0,0,Salinirubrum litoreum,none,representative genome,3,none,none,none,none,none,2021-10-25,0,1126234,1,XD46,Jiangsu University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinirubrum;s__Salinirubrum litoreum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinirubrum;s__Salinirubrum litoreum,0,4055248,11,47,assembly from type material,4055248,0,JAJCVJ000000000.1,3945,5,1474004,1,none,none,none,none,none,none,1475,NZ_JAJCVJ010000002.1,1475,2708,0,99.797,JQ237118.1.1475,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Salinirubrum;Salinirubrum litoreum,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Salinirussus salinus,1198300,YGH44,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirussus,NA,25,37,NA,NA,55,30,482,RS_GCF_009831455.1,0,99.78,1.28,Specific,99.5,0,359,f__Halobacteriaceae (UID84),235,0,2989328,88.72984504108314,4,2315264,68.72213954079255,3369022,RS_GCF_009831455.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirussus;s__Salinirussus salinus,type strain of species,LPSN,TRUE,2,2,1267114,1267114,695283,1,2901,NZ_WOWO01000004.1,695283,1,115,NZ_WOWO01000004.1,2903,3879,0,90.872,CP001687.1667809.1670714,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorhabdus;Halorhabdus utahensis DSM 12940,842255,842255,TRUE,FALSE,FALSE,771916,771916,Contig,ASM983145v1,na,PRJNA224116,SAMN13439345,4,771916,China: Yinggehai; Hainan Province,2020-01-06,GCA_009831455.1,none,full,na,marine solar saltern,none,0,0,Salinirussus salinus,none,representative genome,3,none,none,none,none,none,2020-01-06,0,1198300,1,YGH44,Jiangsu University,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirussus;s__Salinirussus salinus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinirussus;s__Salinirussus salinus,0,3369022,11,56,assembly from type material,3369022,0,WOWO00000000.1,3471,4,695283,1,none,none,none,none,none,none,1471,NZ_WOWO01000004.1,1471,2712,0,99.932,JQ937358.1.1471,Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Salinirussus;Salinirussus salinus,0,19,56,0,TRUE,FALSE,NA,NA,NA,NA
Saliphagus infecundisoli,1849069,YIM 93745,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,NA,25,37,NA,NA,50,25,483,RS_GCF_020177375.1,0,99.82,4.52,Specific,97.8,1.73,395,f__Halobacteriaceae (UID85),250,16.67,3847424,84.86712600596276,76,2910261,64.19502685361405,4533468,RS_GCF_020177375.1,TRUE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus infecundisoli,type strain of species,LPSN,TRUE,8,8,846773,846773,493671,1,2906,NZ_JAIWHV010000002.1,493671,1,106,NZ_JAIWHV010000002.1,2913,4180,0,92.619,JNCS01000019.2088.5004,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema altunense,59650,59650,TRUE,FALSE,FALSE,151409,151409,Contig,ASM2017737v1,na,PRJNA224116,SAMN21542746,76,151409,China: Loulan,2021-09-29,GCA_020177375.1,none,full,na,soil,40.14 N 90.16 E,0,0,Saliphagus infecundisoli,none,representative genome,3,none,none,none,none,none,2021-09-29,0,1849069,1,YIM 93745,Nanyang Institute of Technology,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus infecundisoli,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus infecundisoli,0,4533468,11,61,assembly from type material,4533468,0,JAIWHV000000000.1,4627,76,493671,1,none,none,none,none,none,none,1474,NZ_JAIWHV010000002.1,1474,2712,0,99.864,JF449414.1.1481,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Incertae Sedis;Halobacteriales archaeon YIM 93588,0,19,61,0,TRUE,FALSE,NA,NA,NA,NA
Saliphagus infecundisoli,1849069,YIM 93745,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,NA,25,37,NA,NA,50,25,483,RS_GCF_020177165.1,0,99.81,4.53,Specific,97.8,1.73,395,f__Halobacteriaceae (UID85),250,16.67,3841913,84.83085333998689,78,2907618,64.2012758036702,4528910,RS_GCF_020177375.1,FALSE,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus infecundisoli,not type material,none,FALSE,8,8,846761,846761,520730,1,2906,NZ_JAIVEF010000002.1,520730,1,106,NZ_JAIVEF010000002.1,2913,4180,0,92.619,JNCS01000019.2088.5004,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema altunense,58062,58062,TRUE,FALSE,FALSE,151397,151397,Contig,ASM2017716v1,na,PRJNA224116,SAMN21561969,78,151397,China: Loulan,2021-09-29,GCA_020177165.1,none,full,na,soil,none,0,0,Saliphagus infecundisoli,none,na,3,none,none,none,none,none,2021-09-29,0,1849069,1,YIM 93707,Nanyang Institute of Technology,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus infecundisoli,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__Saliphagus infecundisoli,0,4528910,11,61,na,4528910,0,JAIVEF000000000.1,4615,78,520730,1,none,none,none,none,none,none,1474,NZ_JAIVEF010000002.1,1474,2712,0,99.864,JF449414.1.1481,Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Incertae Sedis;Halobacteriales archaeon YIM 93588,0,19,61,0,TRUE,FALSE,NA,NA,NA,NA
Stygiolobus azoricus,41675,FC6,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,GCA_009729035.1,57,80,NA,NA,89,32,487,RS_GCF_009729035.1,0,99.98,0.51,Specific,100,0,217,c__Thermoprotei (UID147),168,0,1776105,89.38315680029228,1,747405,37.61343969434378,1987069,RS_GCF_009729035.1,TRUE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Stygiolobus;s__Stygiolobus azoricus,type strain of species,LPSN,TRUE,1,1,1987069,1987069,1987069,1,3010,NZ_CP045483.1,none,0,none,none,2901,5280,0,99.552,U32319.205.3113,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Stygiolobus;Stygiolobus azoricus,1987069,1987069,FALSE,FALSE,TRUE,1987069,1987069,Complete Genome,ASM972903v1,na,PRJNA224116,SAMN09933091,none,none,Portugal:Furnas; Sao Miguel Island; Azores,2019-12-04,GCA_009729035.1,none,full,na,Hot spring on Sao Miguel Island; Azores,none,1,0,Stygiolobus azoricus,none,representative genome,3,1,1,1987069,1987069,1987069,2019-12-04,0,41675,1,FC6,North Carolina State University,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Stygiolobus;s__Stygiolobus azoricus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Stygiolobus;s__Stygiolobus azoricus,0,1987069,11,46,assembly from type material,1987069,0,na,2194,1,1987069,1,none,none,none,none,none,none,1491,NZ_CP045483.1,1459,2652,0,99.52,D85520.1.1457,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Stygiolobus;Stygiolobus azoricus,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Sulfodiicoccus acidiphilus,1670455,HS-1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,GCA_003967175.1,50,67.5,65,70,70,20,488,RS_GCF_014648235.1,0,100,0.31,Specific,98.21,0.6,217,c__Thermoprotei (UID147),168,0,1921639,81.84769465159853,57,1200250,51.13953498280791,2347823,RS_GCF_003967175.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus,type strain of species,LPSN,TRUE,10,9,158621,158621,115341,1,3014,NZ_BMQS01000007.1,30520,1,86,NZ_BMQS01000025.1,2956,5459,0,100,AP018553.872853.875808,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus,41175,46956,TRUE,FALSE,FALSE,89736,103260,Scaffold,ASM1464823v1,na,PRJNA224116,SAMD00245330,57,89736,none,2020-09-11,GCA_014648235.1,none,full,na,none,none,0,0,Sulfodiicoccus acidiphilus,none,representative genome,3,50,9,103260,51959,28851,2020-09-11,7,1670455,1,JCM 31740,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus,813,2347823,11,46,assembly from type material,2347010,0,BMQS00000000.1,2437,50,115341,1,none,none,none,none,none,none,1491,NZ_BMQS01000007.1,1484,2734,0,99.933,AP018553.876000.877482,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus,813,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Sulfodiicoccus acidiphilus,1670455,HS-1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,GCA_003967175.1,50,67.5,65,70,70,20,488,RS_GCF_003967175.1,0,99.91,0.6,Specific,97.62,0.6,217,c__Thermoprotei (UID147),168,0,1924946,81.8015892476125,1,1203539,51.14502065069997,2353189,RS_GCF_003967175.1,TRUE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus,type strain of species,LPSN,TRUE,1,1,2353189,2353189,2353189,1,3014,NZ_AP018553.1,2353189,1,86,NZ_AP018553.1,2956,5459,0,100,AP018553.872853.875808,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus,2353189,2353189,TRUE,FALSE,FALSE,2353189,2353189,Complete Genome,Sacidi_1.0,na,PRJNA224116,SAMD00112272,none,none,none,2018-08-01,GCA_003967175.1,none,full,na,none,none,1,0,Sulfodiicoccus acidiphilus,none,na,3,1,1,2353189,2353189,2353189,2018-08-01,0,1670455,1,HS-1,"Laboratory of Extremophiles, Environmental Engineering for Symbiosis, Graduate school Soka University",d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus,0,2353189,11,46,assembly from type material,2353189,0,na,2576,1,2353189,1,none,none,none,none,none,none,1490,NZ_AP018553.1,1483,2739,0,100,AP018553.876000.877482,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfodiicoccus;Sulfodiicoccus acidiphilus,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Sulfolobus acidocaldarius,2285,NBRC 15157,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,GCA_000012285.1,55,72.5,NA,NA,85,30,489,RS_GCF_001560405.1,66,99.98,0.28,Specific,99.29,0,217,c__Thermoprotei (UID147),168,0,1960052,87.57566604888737,17,821763,36.71768113248182,2238124,RS_GCF_000012285.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,not type material,none,FALSE,3,3,477402,477402,12141,1,3012,NZ_LPRZ01000009.1,none,0,none,none,3012,5563,0,100,LPSP01000003.1109.4143,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,131654,131654,FALSE,FALSE,TRUE,290080,290080,Contig,NG05B_C06_03,na,PRJNA224116,SAMN04305160,17,290080,USA: Yellowstone National Park,2016-02-11,GCA_001560405.1,none,full,na,NG05 hot spring; Norris Geyser Basin,none,0,0,Sulfolobus acidocaldarius,2335,na,4,none,none,none,none,none,2016-02-11,0,2285,2,NG05B_C06_03,University of Illinois at Urbana-Champaign,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,0,2238124,11,46,na,2238124,0,LPRZ00000000.1,2445,17,12141,2,854,1572,0,99.883,953,k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius,864,NZ_LPRZ01000009.1,856,1581,0,100,D14876.260.1752,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Sulfolobus acidocaldarius,2285,NBRC 15157,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,GCA_000012285.1,55,72.5,NA,NA,85,30,489,RS_GCF_001560515.1,68,100,0.27,Specific,99.4,0,217,c__Thermoprotei (UID147),168,0,1943873,87.55924373419529,6,815146,36.71832136785709,2220066,RS_GCF_000012285.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,not type material,none,FALSE,2,2,929818,929818,184290,1,3012,NZ_LPSE01000006.1,none,0,none,none,3012,5563,0,100,LPSP01000003.1109.4143,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,370011,370011,FALSE,FALSE,TRUE,453552,453552,Contig,NG05B_C06_11,na,PRJNA224116,SAMN04305165,6,453552,USA: Yellowstone National Park,2016-02-11,GCA_001560515.1,none,full,na,NG05 hot spring; Norris Geyser Basin,none,0,0,Sulfolobus acidocaldarius,2288,na,4,none,none,none,none,none,2016-02-11,0,2285,2,NG05B_C06_11,University of Illinois at Urbana-Champaign,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,0,2220066,11,47,na,2220066,0,LPSE00000000.1,2389,6,184290,2,862,1587,0,99.884,953,k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius,863,NZ_LPSE01000006.1,863,1594,0,100,CP002818.1107130.1108649,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius Ron12/I,0,19,48,0,TRUE,FALSE,NA,NA,NA,NA
Sulfolobus acidocaldarius,2285,NBRC 15157,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,GCA_000012285.1,55,72.5,NA,NA,85,30,489,RS_GCF_001560835.1,80,99.99,0.33,Specific,99.29,0,217,c__Thermoprotei (UID147),168,0,1927874,87.72917217474718,4,807552,36.749521831905994,2197529,RS_GCF_000012285.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,not type material,none,FALSE,1,1,1317955,1317955,607462,1,3012,NZ_LPSU01000001.1,none,0,none,none,3012,5563,0,100,LPSP01000003.1109.4143,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,549382,549382,FALSE,FALSE,TRUE,1317955,1317955,Contig,NG05B_CO5_15,na,PRJNA224116,SAMN04305182,4,1317955,USA: Yellowstone National Park,2016-02-11,GCA_001560835.1,none,full,na,NG05 hot spring; Norris Geyser Basin,none,0,0,Sulfolobus acidocaldarius,2277,na,4,none,none,none,none,none,2016-02-11,0,2285,2,NG05B_CO5_15,University of Illinois at Urbana-Champaign,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,0,2197529,11,46,na,2197529,0,LPSU00000000.1,2382,4,607462,2,852,1568,0,99.883,953,k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius,856,NZ_LPSU01000001.1,854,1578,0,100,CP002818.1107130.1108649,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius Ron12/I,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
Sulfolobus acidocaldarius,2285,NBRC 15157,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,GCA_000012285.1,55,72.5,NA,NA,85,30,489,RS_GCF_001560675.1,146,99.97,0.37,Specific,99.29,0,217,c__Thermoprotei (UID147),168,0,1961752,87.50715378895441,7,822812,36.70526432713424,2241819,RS_GCF_000012285.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,not type material,none,FALSE,2,2,915265,915265,184804,1,3012,NZ_LPSM01000004.1,none,0,none,none,3012,5557,0,99.967,LPSP01000003.1109.4143,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,320259,320259,FALSE,FALSE,TRUE,680117,680117,Contig,NG05B_CO5_06,na,PRJNA224116,SAMN04305173,7,680117,USA: Yellowstone National Park,2016-02-11,GCA_001560675.1,none,full,na,NG05 hot spring; Norris Geyser Basin,none,0,0,Sulfolobus acidocaldarius,2327,na,3,none,none,none,none,none,2016-02-11,0,2285,1,NG05B_CO5_06,University of Illinois at Urbana-Champaign,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,0,2241819,11,47,na,2241819,0,LPSM00000000.1,2453,7,184804,1,837,1535,0,99.761,953,k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius,855,NZ_LPSM01000004.1,839,1544,0,99.881,CP002818.1107130.1108649,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius Ron12/I,0,19,48,0,TRUE,FALSE,NA,NA,NA,NA
Sulfolobus acidocaldarius,2285,NBRC 15157,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,GCA_000012285.1,55,72.5,NA,NA,85,30,489,RS_GCF_001560275.1,114,99.99,0.29,Specific,99.4,0,217,c__Thermoprotei (UID147),168,0,1941067,87.46618181162751,8,814393,36.69914821554266,2219220,RS_GCF_000012285.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,not type material,none,FALSE,2,2,1101528,1101528,95205,1,3012,NZ_LPRS01000005.1,none,0,none,none,3012,5563,0,100,LPRF01000005.1071.4105,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,277402,277402,FALSE,FALSE,TRUE,410672,410672,Contig,GG12_C01_20,na,PRJNA224116,SAMN04305153,8,410672,USA: Yellowstone National Park,2016-02-11,GCA_001560275.1,none,full,na,GG12 hot spring; Gibbon Geyser Basin,none,0,0,Sulfolobus acidocaldarius,2280,na,4,none,none,none,none,none,2016-02-11,0,2285,2,GG12-C01-20,University of Illinois at Urbana-Champaign,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius,0,2219220,11,46,na,2219220,0,LPRS00000000.1,2389,8,95205,2,865,1592,0,99.884,953,k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius,866,NZ_LPRS01000005.1,866,1600,0,100,D14876.260.1752,Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius,0,19,47,0,TRUE,FALSE,NA,NA,NA,NA
